DOB;AGE;GNDR;ADMIT;NATION;NATN_TYPE;CITIZENSHIP;RESIDENCY;COLLEGE;STUDENT_MAJOR;DIPLOMA_DESCRIPTION;CERT_DATE;STUDENT_LEVEL;SCHOOL;SCHOOL_CITY
17-Jul-81;30;M;Spring 2011-2012;UAE;UAE;UAE-Sharjah;UAE-Sharjah;Arts, Humanities & Social Sci.;Applied Sociology;Bachelor;22-May-05;Graduate;Police Sciences Academy;SHARJAH
23-Jul-87;24;M;Spring 2011-2012;Iran;NON ARAB;Non Citizen;-;Arts, Humanities & Social Sci.;Applied Sociology;Bachelor;2-Jun-10;Graduate;University of Sharjah;SHARJAH
31-Oct-90;21;F;Spring 2011-2012;UAE;UAE;UAE-Sharjah;UAE-Al Madam;Arts, Humanities & Social Sci.;Applied Sociology;Bachelor;29-Dec-11;Graduate;University of Sharjah;SHARJAH
5-Oct-86;25;M;Spring 2011-2012;UAE;UAE;UAE-Sharjah;UAE-Sharjah;Arts, Humanities & Social Sci.;Applied Sociology;Bachelor of Science;4-May-09;Graduate;Police Sciences Academy;SHARJAH
4-Mar-89;23;M;Spring 2011-2012;UAE;UAE;UAE-Sharjah;-;Arts, Humanities & Social Sci.;Applied Sociology;Bachelor;27-Feb-11;Graduate;Police Sciences Academy;SHARJAH
1-Jun-76;35;F;Spring 2011-2012;UAE;UAE;UAE-Dubai;UAE-Dubai;Arts, Humanities & Social Sci.;Applied Sociology;Bachelor of Science;6-Jun-05;Graduate;University of Sharjah;SHARJAH
31-Dec-69;42;M;Spring 2011-2012;UAE;UAE;UAE-Sharjah;UAE-Sharjah;Arts, Humanities & Social Sci.;Applied Sociology;Bachelor;22-Sep-10;Graduate;Ajman Univ of Science;AJMAN
14-Feb-80;32;M;Spring 2011-2012;UAE;UAE;UAE-Abu Dhabi;UAE-Fujairah;Arts, Humanities & Social Sci.;Applied Sociology;Bachelor;21-Jun-11;Graduate;Ajman Univ of Science;AJMAN
25-Feb-70;42;F;Spring 2011-2012;Jordan;OTHER ARAB;Non Citizen;UAE-Sharjah;Arts, Humanities & Social Sci.;Applied Sociology;Bachelor;24-Jul-97;Graduate;Beirut Arab Univ;BEIRUT
1-Jul-74;37;F;Spring 2011-2012;UAE;UAE;UAE-Sharjah;UAE-Sharjah;Arts, Humanities & Social Sci.;Applied Sociology;Bachelor of Arts;8-Jun-11;Graduate;University of Sharjah;SHARJAH
3-Mar-68;44;M;Spring 2011-2012;UAE;UAE;UAE-Sharjah;-;Arts, Humanities & Social Sci.;Applied Sociology;Bachelor of Arts;6-Feb-94;Graduate;UAE University;Al Ain
3-Feb-82;30;M;Spring 2011-2012;UAE;UAE;UAE-Sharjah;UAE-Sharjah;Arts, Humanities & Social Sci.;Applied Sociology;Bachelor;14-Feb-05;Graduate;UAE University;Al Ain
23-Aug-77;34;F;Spring 2011-2012;UAE;UAE;UAE-Um Alquwain;UAE-Umm Al-Quwain;Arts, Humanities & Social Sci.;Applied Sociology;Bachelor;23-Jan-00;Graduate;Imam Mohamed BinSoud Islm Uni;Saudi Arabia
29-Apr-88;24;M;Spring 2011-2012;UAE;UAE;UAE-Abu Dhabi;UAE-Al Ain;Arts, Humanities & Social Sci.;Applied Sociology;Bachelor;30-Dec-10;Graduate;Police College In Abu Dhabi;ABU DHABI
1-Aug-87;24;M;Spring 2011-2012;UAE;UAE;UAE-Abu Dhabi;-;Arts, Humanities & Social Sci.;Applied Sociology;Bachelor of Science;30-Dec-10;Graduate;Police College In Abu Dhabi;ABU DHABI
12-Oct-87;24;M;Spring 2011-2012;UAE;UAE;UAE-Abu Dhabi;-;Arts, Humanities & Social Sci.;Applied Sociology;Bachelor;30-Dec-10;Graduate;Police College In Abu Dhabi;ABU DHABI
12-Oct-88;23;M;Spring 2011-2012;UAE;UAE;UAE-Abu Dhabi;-;Arts, Humanities & Social Sci.;Applied Sociology;Bachelor of Science;30-Dec-10;Graduate;Police College In Abu Dhabi;ABU DHABI
18-Dec-87;24;M;Spring 2011-2012;UAE;UAE;UAE-Abu Dhabi;UAE-Abu Dhabi;Arts, Humanities & Social Sci.;Applied Sociology;Bachelor;31-Dec-09;Graduate;Police College In Abu Dhabi;ABU DHABI
2-Feb-87;25;M;Spring 2011-2012;UAE;UAE;UAE-Abu Dhabi;-;Arts, Humanities & Social Sci.;Applied Sociology;Bachelor;31-Dec-09;Graduate;Police College In Abu Dhabi;ABU DHABI
9-Jan-86;26;M;Spring 2011-2012;UAE;UAE;UAE-Al Fujairah;UAE-Fujairah;Arts, Humanities & Social Sci.;Applied Sociology;Bachelor;15-Jan-09;Graduate;Police College In Abu Dhabi;ABU DHABI
15-Aug-86;25;M;Spring 2011-2012;UAE;UAE;UAE-Abu Dhabi;UAE-Al Ain;Arts, Humanities & Social Sci.;Applied Sociology;Bachelor;15-Jan-09;Graduate;Police College In Abu Dhabi;ABU DHABI
16-Jan-88;24;M;Spring 2011-2012;UAE;UAE;UAE-Abu Dhabi;UAE-Al Ain;Arts, Humanities & Social Sci.;Applied Sociology;Bachelor;30-Dec-10;Graduate;Police College In Abu Dhabi;ABU DHABI
2-Sep-86;25;M;Spring 2011-2012;UAE;UAE;UAE-Sharjah;UAE-Kalba;Arts, Humanities & Social Sci.;Applied Sociology;Bachelor;15-Jan-09;Graduate;Police College In Abu Dhabi;ABU DHABI
31-May-86;25;M;Spring 2011-2012;UAE;UAE;UAE-Abu Dhabi;-;Arts, Humanities & Social Sci.;Applied Sociology;Bachelor;15-Jan-09;Graduate;Police College In Abu Dhabi;ABU DHABI
16-Dec-88;23;M;Spring 2011-2012;UAE;UAE;UAE-Abu Dhabi;UAE-Al Ain;Arts, Humanities & Social Sci.;Applied Sociology;Bachelor;1-Jun-10;Graduate;Mu'tah University;
30-Aug-81;30;M;Spring 2011-2012;UAE;UAE;UAE-Sharjah;UAE-Kalba;Arts, Humanities & Social Sci.;Applied Sociology;Bachelor;7-Jan-04;Graduate;Police College In Abu Dhabi;ABU DHABI
1-Jul-70;41;M;Spring 2011-2012;UAE;UAE;UAE-Al Fujairah;UAE-Fujairah;Arts, Humanities & Social Sci.;Applied Sociology;Bachelor;3-Jun-98;Graduate;Police College In Abu Dhabi;ABU DHABI
24-Apr-81;31;M;Spring 2011-2012;UAE;UAE;UAE-Al Fujairah;UAE-Deba Al-Fujairah;Arts, Humanities & Social Sci.;Applied Sociology;Bachelor of Science;27-Sep-09;Graduate;Ajman Univ of Science;AJMAN
13-May-88;24;M;Spring 2011-2012;UAE;UAE;UAE-Abu Dhabi;-;Arts, Humanities & Social Sci.;Applied Sociology;Bachelor;30-Dec-10;Graduate;Police College In Abu Dhabi;ABU DHABI
1-Jan-69;43;M;Spring 2011-2012;UAE;UAE;UAE-Al Fujairah;-;Arts, Humanities & Social Sci.;Applied Sociology;Bachelor;14-Jun-97;Graduate;Police College In Abu Dhabi;ABU DHABI
9-Mar-88;24;M;Spring 2011-2012;UAE;UAE;UAE-Abu Dhabi;-;Arts, Humanities & Social Sci.;Applied Sociology;Bachelor;20-Dec-10;Graduate;Police College In Abu Dhabi;ABU DHABI
13-Feb-88;24;M;Spring 2011-2012;UAE;UAE;UAE-Abu Dhabi;UAE-Al Ain;Arts, Humanities & Social Sci.;Applied Sociology;Bachelor;30-Dec-10;Graduate;Police College In Abu Dhabi;ABU DHABI
29-Dec-83;28;M;Spring 2011-2012;UAE;UAE;UAE-Al Fujairah;UAE-Deba Al-Fujairah;Arts, Humanities & Social Sci.;Applied Sociology;Bachelor of Arts;12-Feb-06;Graduate;UAE University;Al Ain
8-Jun-80;31;M;Spring 2011-2012;UAE;UAE;UAE-Sharjah;-;Arts, Humanities & Social Sci.;Applied Sociology;Bachelor of Science;20-Feb-12;Graduate;Ajman Univ of Science;AJMAN
24-Aug-86;25;M;Spring 2011-2012;UAE;UAE;UAE-Abu Dhabi;UAE-Al Ain;Arts, Humanities & Social Sci.;Applied Sociology;Bachelor;15-Jan-09;Graduate;Police College In Abu Dhabi;ABU DHABI
1-Nov-86;25;M;Spring 2011-2012;UAE;UAE;UAE-Ras Alkhaimah;UAE-Ras Al-Khaima;Arts, Humanities & Social Sci.;Applied Sociology;Bachelor;15-Jan-09;Graduate;Police College In Abu Dhabi;ABU DHABI
15-Sep-87;24;M;Spring 2011-2012;UAE;UAE;UAE-Dubai;UAE-Dubai;Arts, Humanities & Social Sci.;Applied Sociology;Bachelor;31-Dec-09;Graduate;Police College In Abu Dhabi;ABU DHABI
14-Oct-86;25;M;Spring 2011-2012;UAE;UAE;UAE-Abu Dhabi;UAE-Al Ain;Arts, Humanities & Social Sci.;Applied Sociology;Bachelor;31-Dec-09;Graduate;Police College In Abu Dhabi;ABU DHABI
2-Jan-68;44;M;Spring 2011-2012;Senegal;NON ARAB;Non Citizen;-;Arts, Humanities & Social Sci.;Arabic Language & Literature;Bachelor;8-Feb-92;Graduate;Al Azhar University;Egypt
25-Nov-88;23;F;Spring 2011-2012;Yemen;OTHER ARAB;Non Citizen;-;Arts, Humanities & Social Sci.;Arabic Language & Literature;Bachelor of Arts;17-Jan-12;Graduate;University of Sharjah;SHARJAH
28-Jan-89;23;F;Spring 2011-2012;Pakistan;NON ARAB;Non Citizen;-;Arts, Humanities & Social Sci.;Arabic Language & Literature;Bachelor of Arts;17-Jan-12;Graduate;University of Sharjah;SHARJAH
4-Sep-76;35;F;Spring 2011-2012;UAE;UAE;UAE-Sharjah;UAE-Ajman;Arts, Humanities & Social Sci.;Arabic Language & Literature;Bachelor;6-Mar-07;Graduate;Ajman Univ of Science;AJMAN
24-Mar-84;28;F;Spring 2011-2012;UAE;UAE;UAE-Sharjah;UAE-Sharjah;Arts, Humanities & Social Sci.;History & Islamic Civilization;Bachelor of Arts;8-Sep-09;Graduate;University of Sharjah;SHARJAH
24-Oct-70;41;M;Spring 2011-2012;UAE;UAE;UAE-Dubai;UAE-Dubai;Arts, Humanities & Social Sci.;History & Islamic Civilization;Bachelor;27-Jun-01;Graduate;Islamic & Arabic Studies Coll;DUBAI
24-Apr-84;28;F;Spring 2011-2012;UAE;UAE;UAE-Sharjah;-;Arts, Humanities & Social Sci.;History & Islamic Civilization;Bachelor of Arts;31-Oct-11;Graduate;University of Sharjah;SHARJAH
14-Jan-89;23;F;Spring 2011-2012;Kuwait;GCC;GCC;-;Arts, Humanities & Social Sci.;History & Islamic Civilization;Bachelor;27-Jun-10;Graduate;Kuwait University;
2-Mar-90;22;F;Spring 2011-2012;Syria;OTHER ARAB;Non Citizen;-;Arts, Humanities & Social Sci.;Translation;Bachelor of Arts;31-Mar-11;Graduate;University of Sharjah;SHARJAH
31-Oct-87;24;F;Spring 2011-2012;Saudi Arabia;GCC;GCC;-;Arts, Humanities & Social Sci.;Translation;Bachelor of Arts;19-Jul-09;Graduate;King Faisal Univ;AL DAMMAM
31-Mar-87;25;F;Spring 2011-2012;UAE;UAE;UAE-Dubai;UAE-Dubai;Arts, Humanities & Social Sci.;Translation;Bachelor of Science;26-Jun-08;Graduate;Zayed University;
1-May-91;21;F;Spring 2011-2012;Pakistan;NON ARAB;Non Citizen;UAE-Sharjah;Arts, Humanities & Social Sci.;Arabic Language & Literature;IG -Scientific;26-Jun-10;Undergraduate;Inter. Sch.Of Creative Science;Sharjah
8-Feb-92;20;F;Spring 2011-2012;UAE;UAE;UAE-Ras Alkhaimah;UAE-Ras Al-Khaima;Arts, Humanities & Social Sci.;Arabic Language & Literature;Secondary School -Literature;21-Jun-10;Undergraduate;Al-Najah Sec. Sch. G.;Ras Al-Khaima
6-May-92;20;F;Spring 2011-2012;UAE;UAE;UAE-Dubai;UAE-Dubai;Arts, Humanities & Social Sci.;Arabic Language & Literature;Secondary School -Literature;21-Jun-10;Undergraduate;Za'beel Secondary;DUBAI
25-Oct-91;20;F;Spring 2011-2012;New Zealand;NON ARAB;Non Citizen;Saudi Arabia-Al Riyadh;Arts, Humanities & Social Sci.;English Language & Literature;High School -Literature;26-Jun-11;Undergraduate;Manarat Alreyadh Secondary;RIYADH
20-Mar-93;19;F;Spring 2011-2012;Saudi Arabia;GCC;GCC;UAE-Dubai;Arts, Humanities & Social Sci.;English Language & Literature;High School -Literature;10-Jun-11;Undergraduate;Overseas Family School;
10-Oct-92;19;F;Spring 2011-2012;UAE;UAE;UAE-Ras Alkhaimah;UAE-Ras Al-Khaima;Arts, Humanities & Social Sci.;English Language & Literature;Secondary School -Scientific;21-Jun-10;Undergraduate;Al Dheet Secondary G;RAS AL KHAIMAH - EMI
3-Sep-93;18;F;Spring 2011-2012;Pakistan;NON ARAB;Non Citizen;UAE-Dubai;Arts, Humanities & Social Sci.;English Language & Literature;IG -Literature;26-Jun-10;Undergraduate;Cambridge International School;DUBAI
11-Oct-92;19;F;Spring 2011-2012;UAE;UAE;UAE-Um Alquwain;UAE-Umm Al-Quwain;Arts, Humanities & Social Sci.;English Language & Literature;Secondary School -Literature;21-Jun-10;Undergraduate;Al-Mualla Secondary;UMM AL QUWAIN
9-Nov-84;27;F;Spring 2011-2012;Iran;NON ARAB;Non Citizen;UAE-Sharjah;Arts, Humanities & Social Sci.;English Language & Literature;Secondary School -Scientific;14-Jun-07;Undergraduate;Al-Israa Adults Ed Center F.;Sharjah
21-May-92;19;F;Spring 2011-2012;United Kingdom;NON ARAB;Non Citizen;UAE-Fujairah;Arts, Humanities & Social Sci.;English Language & Literature;Secondary School -Literature;30-Jun-10;Undergraduate;Undeclared;
26-May-94;17;F;Spring 2011-2012;Syria;OTHER ARAB;Non Citizen;UAE-Sharjah;Arts, Humanities & Social Sci.;History & Islamic Civilization;Secondary School -Literature;28-Jun-11;Undergraduate;Al Sho'ala Private Sch.;SHARJAH
31-Jul-94;17;F;Spring 2011-2012;Lebanon;OTHER ARAB;Non Citizen;UAE-Abu Dhabi;Arts, Humanities & Social Sci.;Sociology;Secondary School -Literature;28-Jun-11;Undergraduate;Aisha Bint Abi Bakr Sec.  G;ABU DHABI
4-Jan-94;18;F;Spring 2011-2012;UAE;UAE;UAE-Ajman;UAE-Sharjah;Arts, Humanities & Social Sci.;Sociology;Secondary School -Literature;28-Jun-11;Undergraduate;Al Reffa'a Secondary G.;SHARJAH
12-Mar-93;19;F;Spring 2011-2012;UAE;UAE;UAE-Sharjah;UAE-Sharjah;Arts, Humanities & Social Sci.;Sociology;Secondary School -Literature;28-Jun-11;Undergraduate;Al-Nouf Secondary G;SHARJAH
6-Aug-91;20;F;Spring 2011-2012;UAE;UAE;UAE-Um Alquwain;UAE-Umm Al-Quwain;Arts, Humanities & Social Sci.;Sociology;Secondary School -Literature;1-Jul-10;Undergraduate;Falaj Al Maalah Secondary;UMM AL QUWAIN
4-Aug-89;22;F;Spring 2011-2012;Saudi Arabia;GCC;GCC;Saudi Arabia-Al Khobar;Arts, Humanities & Social Sci.;Sociology;Secondary School -Literature;1-Jul-07;Undergraduate;Third Sec. Sch. in Al Kobar;Al Khobar
5-Jun-93;18;F;Spring 2011-2012;UAE;UAE;UAE-Sharjah;UAE-Dubai;Arts, Humanities & Social Sci.;Sociology;Secondary School -Literature;21-Jun-10;Undergraduate;Al Hesn Private School;Dubai
21-Nov-90;21;F;Spring 2011-2012;UAE Passport;UAE-P;UAE-Passport;UAE-Ajman;Arts, Humanities & Social Sci.;Sociology;Secondary School -Literature;27-Jun-11;Undergraduate;Asma' Bint Omais Secondary;AJMAN
19-Apr-91;21;F;Spring 2011-2012;UAE;UAE;UAE-Sharjah;UAE-Sharjah;Arts, Humanities & Social Sci.;Sociology;Secondary School -Literature;8-Jun-09;Undergraduate;Al-Ibda'a Girls' Sec.Sch.;Sharjah
9-Sep-92;19;F;Spring 2011-2012;Kuwait;GCC;GCC;UAE-Sharjah;Arts, Humanities & Social Sci.;Sociology;Secondary School -Literature;26-Jun-10;Undergraduate;Undeclared;
17-Dec-92;19;F;Spring 2011-2012;UAE;UAE;UAE-Sharjah;UAE-Deba Al-Hosn;Arts, Humanities & Social Sci.;Sociology;Secondary School -Literature;28-Jun-11;Undergraduate;Salma Bint Qais Secondary G;DABA AL HESSEN
28-Jun-77;34;F;Spring 2011-2012;UAE;UAE;UAE-Dubai;UAE-Dubai;Arts, Humanities & Social Sci.;Sociology;Secondary School -Literature;27-Jun-01;Undergraduate;Al Nahdha Woman Assoc/Alhemria;Dubai
27-Nov-92;19;F;Spring 2011-2012;UAE;UAE;UAE-Sharjah;UAE-Sharjah;Arts, Humanities & Social Sci.;Sociology;Secondary School -Literature;21-Jun-10;Undergraduate;Al-Ibda'a Girls' Sec.Sch.;Sharjah
30-Mar-88;24;F;Spring 2011-2012;UAE;UAE;UAE-Sharjah;UAE-Sharjah;Arts, Humanities & Social Sci.;Sociology;Secondary School -Literature;15-Jul-07;Undergraduate;Undeclared;
25-Jul-93;18;F;Spring 2011-2012;UAE;UAE;UAE-Sharjah;UAE-Sharjah;Arts, Humanities & Social Sci.;Sociology;Secondary School -Literature;28-Jun-11;Undergraduate;Al-Bataeh Sec. Sch. G;Sharjah
22-Dec-92;19;F;Spring 2011-2012;UAE;UAE;UAE-Sharjah;UAE-Deba Al-Hosn;Arts, Humanities & Social Sci.;Sociology;Secondary School -Literature;28-Jun-11;Undergraduate;Salma Bint Qais Secondary G;DABA AL HESSEN
27-Aug-84;27;F;Spring 2011-2012;Oman;GCC;GCC;Oman-Musneaa;Arts, Humanities & Social Sci.;Sociology;Secondary School -Literature;21-Jul-07;Undergraduate;Wdam Al Gafe Sec. Sch.;Oman
17-Mar-81;31;M;Spring 2011-2012;UAE;UAE;UAE-Um Alquwain;-;Business Administration;Business Administration;Bachelor;6-Jul-04;Graduate;Etisalat Coll of Engineering;SHARJAH
1-Dec-56;55;M;Spring 2011-2012;Saudi Arabia;GCC;GCC;-;Business Administration;Business Administration;Bachelor;26-Dec-10;Graduate;King Abdul Aziz Univ;AL MADINAH
18-Aug-80;31;F;Spring 2011-2012;UAE;UAE;UAE-Sharjah;-;Business Administration;Business Administration;;;Graduate;;
19-Sep-84;27;F;Spring 2011-2012;UAE;UAE;UAE-Sharjah;-;Business Administration;Business Administration;Bachelor;27-May-07;Graduate;University of Sharjah;SHARJAH
22-Feb-93;19;F;Spring 2011-2012;Bahrain;GCC;GCC;Bahrain-Manama;Business Administration;Common Business Program;Secondary School -Commercial;12-Jun-11;Undergraduate;Hamad City Secondary G;HAMAD CITY
17-Sep-92;19;M;Spring 2011-2012;Egypt;OTHER ARAB;Non Citizen;UAE-Abu Dhabi;Business Administration;Common Business Program;Secondary School -Scientific;21-Jun-10;Undergraduate;Mohammed Bin Khalid Boys Sch.;Abu Dhabi
20-Aug-91;20;M;Spring 2011-2012;Saudi Arabia;GCC;GCC;Saudi Arabia-Al Khobar;Business Administration;Common Business Program;Secondary School -Scientific;4-Jul-09;Undergraduate;Al Dhahran Secondary;AL DHAHRAN
15-Oct-93;18;F;Spring 2011-2012;Belize;NON ARAB;Non Citizen;UAE-Sharjah;Business Administration;Common Business Program;Secondary School -Literature;21-Jun-11;Undergraduate;Al Estiqlal Private School;Sharjah
8-Sep-92;19;F;Spring 2011-2012;Sudan;OTHER ARAB;Non Citizen;UAE-Abu Dhabi;Business Administration;Common Business Program;Secondary School -Literature;21-Jun-10;Undergraduate;Amrah Bint Abed Al-Rahman G;ABU DHABI
11-Nov-93;18;M;Spring 2011-2012;Algeria;OTHER ARAB;Non Citizen;UAE-Sharjah;Business Administration;Common Business Program;IG -Scientific;1-Nov-11;Undergraduate;Al Ansar International School;Sharjah
6-Mar-93;19;F;Spring 2011-2012;Albania;NON ARAB;Non Citizen;Albania-Tirana;Business Administration;Common Business Program;High School -Scientific;18-Jul-11;Undergraduate;H. Mahmud Dashi;Tirane
27-Jul-93;18;F;Spring 2011-2012;Yemen;OTHER ARAB;Non Citizen;UAE-Dubai;Business Administration;Common Business Program;Secondary School -Literature;28-Jun-11;Undergraduate;Za'beel Secondary;DUBAI
31-Oct-93;18;M;Spring 2011-2012;Saudi Arabia;GCC;GCC;Saudi Arabia-Jeddah;Business Administration;Common Business Program;High School -Literature;20-Sep-11;Undergraduate;Manarat School Jeddah;Jeddah
29-Jul-93;18;M;Spring 2011-2012;Azerbaijan;NON ARAB;Non Citizen;Azerbaijan-Baku;Business Administration;Common Business Program;High School -Scientific;6-Jul-10;Undergraduate;Undeclared;
21-Apr-94;18;F;Spring 2011-2012;Palestine;OTHER ARAB;Non Citizen;UAE-Sharjah;Business Administration;Common Business Program;Secondary School -Scientific;28-Jun-11;Undergraduate;Al Ahlia Pvt Secondary;SHARJAH
18-Sep-92;19;F;Spring 2011-2012;Saudi Arabia;GCC;GCC;Saudi Arabia-Dammam;Business Administration;Common Business Program;Secondary School -Scientific;1-Jul-10;Undergraduate;Twenty Tow Sec. School;Al Damam
4-Jul-94;17;M;Spring 2011-2012;Egypt;OTHER ARAB;Non Citizen;UAE-Sharjah;Business Administration;Common Business Program;Secondary School -Scientific;28-Jun-11;Undergraduate;Ajman Private School;Ajman
10-Apr-89;23;M;Spring 2011-2012;Russia;NON ARAB;Non Citizen;UAE-Dubai;Business Administration;Common Business Program;High School -Literature;25-Jun-08;Undergraduate;Al Etehad Pvt Secondary;DUBAI
17-Oct-91;20;F;Spring 2011-2012;UAE;UAE;UAE-Dubai;UAE-Dubai;Business Administration;Common Business Program;High School -Scientific;26-Jun-09;Undergraduate;Al Mawakeb Pvt School;DUBAI
30-Mar-93;19;F;Spring 2011-2012;Saudi Arabia;GCC;GCC;UAE-Dubai;Business Administration;Common Business Program;High School -Scientific;20-Jun-11;Undergraduate;Dubai American Scientific;DUBAI
5-Aug-93;18;F;Spring 2011-2012;Canada;NON ARAB;Non Citizen;UAE-Sharjah;Business Administration;Common Business Program;IG -Scientific;1-Nov-11;Undergraduate;Al Ansar International School;Sharjah
6-Jul-92;19;M;Spring 2011-2012;UAE;UAE;UAE-Ras Alkhaimah;UAE-Ras Al-Khaima;Business Administration;Common Business Program;IG -Scientific;1-Jul-10;Undergraduate;Ras Al Khaimah Eng Speaking S.;Ras Al-Khaima
17-Nov-91;20;F;Spring 2011-2012;Saudi Arabia;GCC;GCC;UAE-Dubai;Business Administration;Common Business Program;Secondary School -Literature;26-Jun-11;Undergraduate;The First Sec. Sch. in Dhahran;Dhahran
24-Apr-93;19;F;Spring 2011-2012;Jordan;OTHER ARAB;Non Citizen;UAE-Abu Dhabi;Business Administration;Common Business Program;High School -Literature;15-Jun-11;Undergraduate;Al Nahda National School AUH;ABU DHABI
23-Sep-94;17;F;Spring 2011-2012;Nigeria;NON ARAB;Non Citizen;Nigeria-Kaduna;Business Administration;Common Business Program;High School -Literature;1-Jul-11;Undergraduate;Nigerian Turkish Inter. Col;
8-Oct-93;18;F;Spring 2011-2012;Syria;OTHER ARAB;Non Citizen;UAE-Dubai;Business Administration;Common Business Program;Secondary School -Scientific;1-Jul-11;Undergraduate;Amna Bint Wahb Sec. Sch.G.;Dubai
25-Jul-93;18;F;Spring 2011-2012;Palestine;OTHER ARAB;Non Citizen;UAE-Sharjah;Business Administration;Common Business Program;Secondary School -Scientific;28-Jun-11;Undergraduate;Za'beel Secondary;DUBAI
24-Mar-92;20;F;Spring 2011-2012;UAE;UAE;UAE-Sharjah;UAE-Sharjah;Business Administration;Common Business Program;Secondary School -Scientific;21-Jun-10;Undergraduate;Fatima Al Zahra' Secondary G.;SHARJAH
4-Dec-93;18;F;Spring 2011-2012;Senegal;NON ARAB;Non Citizen;Senegal-Dakar;Business Administration;Common Business Program;High School -Literature;1-Jun-10;Undergraduate;Undeclared;
16-May-94;17;F;Spring 2011-2012;Nigeria;NON ARAB;Non Citizen;Nigeria-Kaduina;Business Administration;Common Business Program;High School -Scientific;3-Aug-11;Undergraduate;Queens Science Academy;Kano
10-Jun-93;18;F;Spring 2011-2012;Senegal;NON ARAB;Non Citizen;United States of America-Columbus;Business Administration;Common Business Program;High School -Literature;4-Jun-11;Undergraduate;Walnut Ridge High School;
9-Oct-93;18;F;Spring 2011-2012;Comoros;NON ARAB;Non Citizen;UAE-Ras Al-Khaima;Business Administration;Common Business Program;Secondary School -Scientific;28-Jun-11;Undergraduate;Arab Private School;Ras Al-Khaima
3-Nov-93;18;F;Spring 2011-2012;Saudi Arabia;GCC;GCC;Saudi Arabia-jeddah;Business Administration;Common Business Program;Secondary School -Literature;6-Jun-11;Undergraduate;Little House School;JIDDAH
16-Apr-91;21;M;Spring 2011-2012;Saudi Arabia;GCC;GCC;Saudi Arabia-Dhahran;Business Administration;Common Business Program;Secondary School -Scientific;2-Jul-09;Undergraduate;National Education Schools;Eastern Region
28-Mar-93;19;M;Spring 2011-2012;Jordan;OTHER ARAB;Non Citizen;UAE-Sharjah;Business Administration;Common Business Program;High School -Literature;28-Jun-11;Undergraduate;Al Ma'refa Private School;SHARJAH
1-Dec-92;19;M;Spring 2011-2012;UAE;UAE;UAE-Sharjah;Qatar-Doha;Business Administration;Common Business Program;High School -Literature;9-Jun-11;Undergraduate;American School of Doha;DOHA
21-Jul-93;18;M;Spring 2011-2012;Jordan;OTHER ARAB;Non Citizen;Saudi Arabia-Al Riyadh;Business Administration;Common Business Program;IB -Literature;3-Jul-11;Undergraduate;Undeclared;
21-Dec-92;19;M;Spring 2011-2012;Saudi Arabia;GCC;GCC;UAE-Dubai;Business Administration;Common Business Program;Secondary School -Scientific;28-Jun-11;Undergraduate;Dubai Modern Education School;DUBAI
14-Oct-85;26;M;Spring 2011-2012;Lebanon;OTHER ARAB;Non Citizen;UAE-Sharjah;Communication;Communication;Bachelor;22-Sep-11;Graduate;University of Sharjah;SHARJAH
9-Feb-89;23;M;Spring 2011-2012;UAE;UAE;UAE-Sharjah;UAE-Sharjah;Communication;Communication;Bachelor;21-Sep-11;Graduate;University of Sharjah;SHARJAH
10-Jul-90;21;M;Spring 2011-2012;Lebanon;OTHER ARAB;Non Citizen;UAE-Dubai;Communication;Mass Communication;Secondary School -Literature;1-Jul-11;Undergraduate;Farhan Al Khalid Secondary;KUWAIT
23-Feb-93;19;M;Spring 2011-2012;UAE;UAE;UAE-Al Fujairah;UAE-Fujairah;Communication;Mass Communication;Secondary School -Literature;28-Jun-11;Undergraduate;Anas Bin Al Nadar Secondary;AL FUJAIRAH
15-Oct-93;18;M;Spring 2011-2012;UAE;UAE;UAE-Sharjah;UAE-Kalba;Communication;Mass Communication;Secondary School -Literature;28-Jun-11;Undergraduate;Al Mahmoud Secondary;KALBA
28-Apr-93;19;M;Spring 2011-2012;UAE;UAE;UAE-Sharjah;UAE-Khor Fakkan;Communication;Mass Communication;Secondary School -Scientific;28-Jun-11;Undergraduate;Al Khalil Bin Ahmed Secondary;SHARJAH
6-Feb-93;19;F;Spring 2011-2012;Yemen;OTHER ARAB;Non Citizen;UAE-Dubai;Communication;Mass Communication;Secondary School -Literature;28-Jun-11;Undergraduate;Al-Aalam Al-Jadeed Private Sch;Dubai
30-Oct-93;18;M;Spring 2011-2012;Egypt;OTHER ARAB;Non Citizen;UAE-Abu Dhabi;Communication;Mass Communication;Secondary School -Literature;28-Jun-11;Undergraduate;Abu Dhabi Secondary;ABU DHABI
3-May-93;19;F;Spring 2011-2012;UAE;UAE;UAE-Sharjah;UAE-Sharjah;Communication;Mass Communication;Secondary School -Literature;21-Jun-10;Undergraduate;Waset Secondary G;SHARJAH
14-Nov-92;19;M;Spring 2011-2012;Syria;OTHER ARAB;Non Citizen;UAE-Sharjah;Communication;Mass Communication;Secondary School -Scientific;21-Jun-10;Undergraduate;Al Sho'ala Private Sch.;SHARJAH
13-Aug-92;19;F;Spring 2011-2012;UAE;UAE;UAE-Sharjah;UAE-Kalba;Communication;Mass Communication;Secondary School -Literature;21-Jun-10;Undergraduate;Al Shefa' Bint Abdulla Sec;SUHAR
